,Yr,Area,River,Spawners,Returns,Recruits,Expl,Catch
414,1955,12,BOND RIVER NO. 1,NA,NA,NA,NA,NA
415,1956,12,BOND RIVER NO. 1,NA,NA,NA,NA,NA
416,1957,12,BOND RIVER NO. 1,NA,NA,NA,NA,NA
417,1958,12,BOND RIVER NO. 1,NA,NA,NA,NA,NA
418,1959,12,BOND RIVER NO. 1,NA,NA,NA,NA,NA
419,1960,12,BOND RIVER NO. 1,NA,NA,NA,NA,NA
420,1961,12,BOND RIVER NO. 1,NA,NA,NA,NA,NA
421,1962,12,BOND RIVER NO. 1,NA,NA,NA,NA,NA
422,1963,12,BOND RIVER NO. 1,NA,NA,NA,NA,NA
423,1964,12,BOND RIVER NO. 1,NA,NA,NA,NA,NA
424,1965,12,BOND RIVER NO. 1,NA,NA,NA,NA,NA
425,1966,12,BOND RIVER NO. 1,NA,NA,NA,NA,NA
426,1967,12,BOND RIVER NO. 1,NA,NA,NA,NA,NA
427,1968,12,BOND RIVER NO. 1,NA,NA,NA,NA,NA
428,1969,12,BOND RIVER NO. 1,NA,NA,NA,NA,NA
429,1970,12,BOND RIVER NO. 1,NA,NA,NA,NA,NA
430,1971,12,BOND RIVER NO. 1,NA,NA,NA,NA,NA
431,1972,12,BOND RIVER NO. 1,NA,NA,NA,NA,NA
432,1973,12,BOND RIVER NO. 1,NA,NA,NA,NA,NA
433,1974,12,BOND RIVER NO. 1,NA,NA,NA,NA,NA
434,1975,12,BOND RIVER NO. 1,NA,NA,NA,NA,NA
435,1976,12,BOND RIVER NO. 1,NA,NA,NA,NA,NA
436,1977,12,BOND RIVER NO. 1,NA,NA,NA,NA,NA
437,1978,12,BOND RIVER NO. 1,NA,NA,NA,NA,NA
438,1979,12,BOND RIVER NO. 1,NA,NA,NA,NA,NA
439,1980,12,BOND RIVER NO. 1,NA,NA,NA,NA,NA
440,1981,12,BOND RIVER NO. 1,NA,NA,NA,NA,NA
441,1982,12,BOND RIVER NO. 1,NA,NA,NA,NA,NA
442,1983,12,BOND RIVER NO. 1,NA,NA,NA,NA,NA
443,1984,12,BOND RIVER NO. 1,NA,NA,NA,NA,NA
444,1985,12,BOND RIVER NO. 1,NA,NA,NA,NA,NA
445,1986,12,BOND RIVER NO. 1,NA,NA,NA,NA,NA
446,1987,12,BOND RIVER NO. 1,NA,NA,NA,NA,NA
447,1988,12,BOND RIVER NO. 1,NA,NA,NA,NA,NA
448,1989,12,BOND RIVER NO. 1,NA,NA,NA,NA,NA
449,1990,12,BOND RIVER NO. 1,NA,NA,NA,NA,NA
450,1991,12,BOND RIVER NO. 1,NA,NA,NA,NA,NA
451,1992,12,BOND RIVER NO. 1,NA,NA,NA,NA,NA
452,1993,12,BOND RIVER NO. 1,NA,NA,NA,NA,NA
453,1994,12,BOND RIVER NO. 1,NA,NA,NA,NA,NA
454,1995,12,BOND RIVER NO. 1,NA,NA,NA,NA,NA
455,1996,12,BOND RIVER NO. 1,NA,NA,NA,NA,NA
456,1997,12,BOND RIVER NO. 1,NA,NA,NA,NA,NA
457,1998,12,BOND RIVER NO. 1,NA,NA,NA,NA,NA
458,1999,12,BOND RIVER NO. 1,NA,NA,NA,NA,NA
459,2000,12,BOND RIVER NO. 1,1,NA,NA,NA,NA
460,2001,12,BOND RIVER NO. 1,NA,NA,NA,NA,NA
461,2002,12,BOND RIVER NO. 1,NA,NA,NA,NA,NA
462,2003,12,BOND RIVER NO. 1,NA,NA,NA,NA,NA
463,2004,12,BOND RIVER NO. 1,NA,NA,NA,NA,NA
464,2005,12,BOND RIVER NO. 1,NA,NA,NA,NA,NA
465,2006,12,BOND RIVER NO. 1,NA,NA,NA,NA,NA
466,2007,12,BOND RIVER NO. 1,NA,NA,NA,NA,NA
467,2008,12,BOND RIVER NO. 1,NA,NA,NA,NA,NA
468,2009,12,BOND RIVER NO. 1,NA,NA,NA,NA,NA
469,2010,12,BOND RIVER NO. 1,NA,NA,NA,NA,NA
470,2011,12,BOND RIVER NO. 1,NA,NA,NA,NA,NA
471,2012,12,BOND RIVER NO. 1,NA,NA,NA,NA,NA
472,2013,12,BOND RIVER NO. 1,NA,NA,NA,NA,NA
473,2014,12,BOND RIVER NO. 1,NA,NA,NA,NA,NA
474,2015,12,BOND RIVER NO. 1,NA,NA,NA,NA,NA
475,2016,12,BOND RIVER NO. 1,NA,NA,NA,NA,NA
476,2017,12,BOND RIVER NO. 1,NA,NA,NA,NA,NA
477,1950,12,BOUGHEY CREEK,NA,NA,NA,NA,NA
478,1951,12,BOUGHEY CREEK,NA,NA,NA,NA,NA
479,1952,12,BOUGHEY CREEK,NA,NA,NA,NA,NA
480,1953,12,BOUGHEY CREEK,75,NA,NA,NA,NA
481,1954,12,BOUGHEY CREEK,25,NA,NA,NA,NA
482,1955,12,BOUGHEY CREEK,25,NA,NA,NA,NA
483,1956,12,BOUGHEY CREEK,200,NA,NA,NA,NA
484,1957,12,BOUGHEY CREEK,200,NA,NA,NA,NA
485,1958,12,BOUGHEY CREEK,NA,NA,NA,NA,NA
486,1959,12,BOUGHEY CREEK,NA,NA,NA,NA,NA
487,1960,12,BOUGHEY CREEK,75,NA,NA,NA,NA
488,1961,12,BOUGHEY CREEK,NA,NA,NA,NA,NA
489,1962,12,BOUGHEY CREEK,NA,NA,NA,NA,NA
490,1963,12,BOUGHEY CREEK,NA,NA,NA,NA,NA
491,1964,12,BOUGHEY CREEK,750,NA,NA,NA,NA
492,1965,12,BOUGHEY CREEK,400,NA,NA,NA,NA
493,1966,12,BOUGHEY CREEK,400,NA,NA,NA,NA
494,1967,12,BOUGHEY CREEK,25,NA,NA,NA,NA
495,1968,12,BOUGHEY CREEK,NA,NA,NA,NA,NA
496,1969,12,BOUGHEY CREEK,NA,NA,NA,NA,NA
497,1970,12,BOUGHEY CREEK,25,NA,NA,NA,NA
498,1971,12,BOUGHEY CREEK,25,NA,NA,NA,NA
499,1972,12,BOUGHEY CREEK,200,NA,NA,NA,NA
500,1973,12,BOUGHEY CREEK,200,NA,NA,NA,NA
501,1974,12,BOUGHEY CREEK,NA,NA,NA,NA,NA
502,1975,12,BOUGHEY CREEK,NA,NA,NA,NA,NA
503,1976,12,BOUGHEY CREEK,NA,NA,NA,NA,NA
504,1977,12,BOUGHEY CREEK,NA,NA,NA,NA,NA
505,1978,12,BOUGHEY CREEK,NA,NA,NA,NA,NA
506,1979,12,BOUGHEY CREEK,20,NA,NA,NA,NA
507,1980,12,BOUGHEY CREEK,NA,NA,NA,NA,NA
508,1981,12,BOUGHEY CREEK,NA,NA,NA,NA,NA
509,1982,12,BOUGHEY CREEK,NA,NA,NA,NA,NA
510,1983,12,BOUGHEY CREEK,NA,NA,NA,NA,NA
511,1984,12,BOUGHEY CREEK,NA,NA,NA,NA,NA
512,1985,12,BOUGHEY CREEK,NA,NA,NA,NA,NA
513,1986,12,BOUGHEY CREEK,NA,NA,NA,NA,NA
514,1987,12,BOUGHEY CREEK,2,NA,NA,NA,NA
515,1988,12,BOUGHEY CREEK,NA,NA,NA,NA,NA
516,1989,12,BOUGHEY CREEK,NA,NA,NA,NA,NA
517,1990,12,BOUGHEY CREEK,NA,NA,NA,NA,NA
518,1991,12,BOUGHEY CREEK,NA,NA,NA,NA,NA
519,1992,12,BOUGHEY CREEK,NA,NA,NA,NA,NA
520,1993,12,BOUGHEY CREEK,NA,NA,NA,NA,NA
521,1994,12,BOUGHEY CREEK,NA,NA,NA,NA,NA
522,1995,12,BOUGHEY CREEK,NA,NA,NA,NA,NA
523,1996,12,BOUGHEY CREEK,NA,NA,NA,NA,NA
524,1997,12,BOUGHEY CREEK,12,NA,NA,NA,NA
525,1998,12,BOUGHEY CREEK,NA,NA,NA,NA,NA
526,1999,12,BOUGHEY CREEK,NA,NA,NA,NA,NA
527,2000,12,BOUGHEY CREEK,NA,NA,NA,NA,NA
528,2001,12,BOUGHEY CREEK,NA,NA,NA,NA,NA
529,2002,12,BOUGHEY CREEK,NA,NA,NA,NA,NA
530,2003,12,BOUGHEY CREEK,NA,NA,NA,NA,NA
531,2004,12,BOUGHEY CREEK,NA,NA,NA,NA,NA
532,2005,12,BOUGHEY CREEK,NA,NA,NA,NA,NA
533,2006,12,BOUGHEY CREEK,NA,NA,NA,NA,NA
534,2007,12,BOUGHEY CREEK,NA,NA,NA,NA,NA
535,2008,12,BOUGHEY CREEK,NA,NA,NA,NA,NA
536,2009,12,BOUGHEY CREEK,NA,NA,NA,NA,NA
537,2010,12,BOUGHEY CREEK,NA,NA,NA,NA,NA
538,2011,12,BOUGHEY CREEK,NA,NA,NA,NA,NA
539,2012,12,BOUGHEY CREEK,NA,NA,NA,NA,NA
540,2013,12,BOUGHEY CREEK,NA,NA,NA,NA,NA
541,2014,12,BOUGHEY CREEK,NA,NA,NA,NA,NA
542,2015,12,BOUGHEY CREEK,NA,NA,NA,NA,NA
543,2016,12,BOUGHEY CREEK,NA,NA,NA,NA,NA
544,2017,12,BOUGHEY CREEK,NA,NA,NA,NA,NA
545,1950,12,BRADLEY CREEK,NA,NA,NA,NA,NA
546,1951,12,BRADLEY CREEK,NA,NA,NA,NA,NA
547,1952,12,BRADLEY CREEK,NA,NA,NA,NA,NA
548,1953,12,BRADLEY CREEK,NA,NA,NA,NA,NA
549,1954,12,BRADLEY CREEK,NA,NA,NA,NA,NA
550,1955,12,BRADLEY CREEK,NA,NA,NA,NA,NA
551,1956,12,BRADLEY CREEK,NA,NA,NA,NA,NA
552,1957,12,BRADLEY CREEK,NA,NA,NA,NA,NA
553,1958,12,BRADLEY CREEK,NA,NA,NA,NA,NA
554,1959,12,BRADLEY CREEK,NA,NA,NA,NA,NA
555,1960,12,BRADLEY CREEK,NA,NA,NA,NA,NA
556,1961,12,BRADLEY CREEK,NA,NA,NA,NA,NA
557,1962,12,BRADLEY CREEK,NA,NA,NA,NA,NA
558,1963,12,BRADLEY CREEK,NA,NA,NA,NA,NA
559,1964,12,BRADLEY CREEK,NA,NA,NA,NA,NA
560,1965,12,BRADLEY CREEK,NA,NA,NA,NA,NA
561,1966,12,BRADLEY CREEK,75,NA,NA,NA,NA
562,1967,12,BRADLEY CREEK,25,NA,NA,NA,NA
563,1968,12,BRADLEY CREEK,25,NA,NA,NA,NA
564,1969,12,BRADLEY CREEK,NA,NA,NA,NA,NA
565,1970,12,BRADLEY CREEK,75,NA,NA,NA,NA
566,1971,12,BRADLEY CREEK,NA,NA,NA,NA,NA
567,1972,12,BRADLEY CREEK,NA,NA,NA,NA,NA
568,1973,12,BRADLEY CREEK,NA,NA,NA,NA,NA
569,1974,12,BRADLEY CREEK,250,NA,NA,NA,NA
570,1975,12,BRADLEY CREEK,30,NA,NA,NA,NA
571,1976,12,BRADLEY CREEK,NA,NA,NA,NA,NA
572,1977,12,BRADLEY CREEK,NA,NA,NA,NA,NA
573,1978,12,BRADLEY CREEK,NA,NA,NA,NA,NA
574,1979,12,BRADLEY CREEK,NA,NA,NA,NA,NA
575,1980,12,BRADLEY CREEK,NA,NA,NA,NA,NA
576,1981,12,BRADLEY CREEK,NA,NA,NA,NA,NA
577,1982,12,BRADLEY CREEK,NA,NA,NA,NA,NA
578,1983,12,BRADLEY CREEK,NA,NA,NA,NA,NA
579,1984,12,BRADLEY CREEK,NA,NA,NA,NA,NA
580,1985,12,BRADLEY CREEK,NA,NA,NA,NA,NA
581,1986,12,BRADLEY CREEK,NA,NA,NA,NA,NA
582,1987,12,BRADLEY CREEK,NA,NA,NA,NA,NA
583,1988,12,BRADLEY CREEK,NA,NA,NA,NA,NA
584,1989,12,BRADLEY CREEK,NA,NA,NA,NA,NA
585,1990,12,BRADLEY CREEK,NA,NA,NA,NA,NA
586,1991,12,BRADLEY CREEK,NA,NA,NA,NA,NA
587,1992,12,BRADLEY CREEK,NA,NA,NA,NA,NA
588,1993,12,BRADLEY CREEK,NA,NA,NA,NA,NA
589,1994,12,BRADLEY CREEK,NA,NA,NA,NA,NA
590,1995,12,BRADLEY CREEK,100,NA,NA,NA,NA
591,1996,12,BRADLEY CREEK,NA,NA,NA,NA,NA
592,1997,12,BRADLEY CREEK,NA,NA,NA,NA,NA
593,1998,12,BRADLEY CREEK,NA,NA,NA,NA,NA
594,1999,12,BRADLEY CREEK,NA,NA,NA,NA,NA
595,2000,12,BRADLEY CREEK,NA,NA,NA,NA,NA
596,2001,12,BRADLEY CREEK,NA,NA,NA,NA,NA
597,2002,12,BRADLEY CREEK,NA,NA,NA,NA,NA
598,2003,12,BRADLEY CREEK,NA,NA,NA,NA,NA
599,2004,12,BRADLEY CREEK,NA,NA,NA,NA,NA
600,2005,12,BRADLEY CREEK,NA,NA,NA,NA,NA
601,2006,12,BRADLEY CREEK,NA,NA,NA,NA,NA
602,2007,12,BRADLEY CREEK,NA,NA,NA,NA,NA
603,2008,12,BRADLEY CREEK,NA,NA,NA,NA,NA
604,2009,12,BRADLEY CREEK,NA,NA,NA,NA,NA
605,2010,12,BRADLEY CREEK,NA,NA,NA,NA,NA
606,2011,12,BRADLEY CREEK,NA,NA,NA,NA,NA
607,2012,12,BRADLEY CREEK,NA,NA,NA,NA,NA
608,2013,12,BRADLEY CREEK,NA,NA,NA,NA,NA
609,2014,12,BRADLEY CREEK,NA,NA,NA,NA,NA
610,2015,12,BRADLEY CREEK,NA,NA,NA,NA,NA
611,2016,12,BRADLEY CREEK,NA,NA,NA,NA,NA
612,2017,12,BRADLEY CREEK,NA,NA,NA,NA,NA
613,1950,12,BUGHOUSE CREEK,NA,NA,NA,NA,NA
614,1951,12,BUGHOUSE CREEK,NA,NA,NA,NA,NA
615,1952,12,BUGHOUSE CREEK,NA,NA,NA,NA,NA
616,1953,12,BUGHOUSE CREEK,3500,NA,NA,NA,NA
617,1954,12,BUGHOUSE CREEK,3500,NA,NA,NA,NA
618,1955,12,BUGHOUSE CREEK,7500,NA,NA,NA,NA
619,1956,12,BUGHOUSE CREEK,3500,NA,NA,NA,NA
620,1957,12,BUGHOUSE CREEK,3500,NA,NA,NA,NA
621,1958,12,BUGHOUSE CREEK,3500,NA,NA,NA,NA
622,1959,12,BUGHOUSE CREEK,1500,NA,NA,NA,NA
623,1960,12,BUGHOUSE CREEK,750,NA,NA,NA,NA
624,1961,12,BUGHOUSE CREEK,25,NA,NA,NA,NA
625,1962,12,BUGHOUSE CREEK,3500,NA,NA,NA,NA
626,1963,12,BUGHOUSE CREEK,1500,NA,NA,NA,NA
627,1964,12,BUGHOUSE CREEK,200,NA,NA,NA,NA
628,1965,12,BUGHOUSE CREEK,200,NA,NA,NA,NA
629,1966,12,BUGHOUSE CREEK,750,NA,NA,NA,NA
630,1967,12,BUGHOUSE CREEK,NA,NA,NA,NA,NA
631,1968,12,BUGHOUSE CREEK,200,NA,NA,NA,NA
632,1969,12,BUGHOUSE CREEK,200,NA,NA,NA,NA
633,1970,12,BUGHOUSE CREEK,750,NA,NA,NA,NA
634,1971,12,BUGHOUSE CREEK,200,NA,NA,NA,NA
635,1972,12,BUGHOUSE CREEK,750,NA,NA,NA,NA
636,1973,12,BUGHOUSE CREEK,75,NA,NA,NA,NA
637,1974,12,BUGHOUSE CREEK,500,NA,NA,NA,NA
638,1975,12,BUGHOUSE CREEK,200,NA,NA,NA,NA
639,1976,12,BUGHOUSE CREEK,400,NA,NA,NA,NA
640,1977,12,BUGHOUSE CREEK,400,NA,NA,NA,NA
641,1978,12,BUGHOUSE CREEK,150,NA,NA,NA,NA
642,1979,12,BUGHOUSE CREEK,NA,NA,NA,NA,NA
643,1980,12,BUGHOUSE CREEK,50,NA,NA,NA,NA
644,1981,12,BUGHOUSE CREEK,300,NA,NA,NA,NA
645,1982,12,BUGHOUSE CREEK,NA,NA,NA,NA,NA
646,1983,12,BUGHOUSE CREEK,NA,NA,NA,NA,NA
647,1984,12,BUGHOUSE CREEK,30,NA,NA,NA,NA
648,1985,12,BUGHOUSE CREEK,50,NA,NA,NA,NA
649,1986,12,BUGHOUSE CREEK,100,NA,NA,NA,NA
650,1987,12,BUGHOUSE CREEK,4,NA,NA,NA,NA
651,1988,12,BUGHOUSE CREEK,NA,NA,NA,NA,NA
652,1989,12,BUGHOUSE CREEK,50,NA,NA,NA,NA
653,1990,12,BUGHOUSE CREEK,50,NA,NA,NA,NA
654,1991,12,BUGHOUSE CREEK,150,NA,NA,NA,NA
655,1992,12,BUGHOUSE CREEK,NA,NA,NA,NA,NA
656,1993,12,BUGHOUSE CREEK,NA,NA,NA,NA,NA
657,1994,12,BUGHOUSE CREEK,NA,NA,NA,NA,NA
658,1995,12,BUGHOUSE CREEK,NA,NA,NA,NA,NA
659,1996,12,BUGHOUSE CREEK,100,NA,NA,NA,NA
660,1997,12,BUGHOUSE CREEK,NA,NA,NA,NA,NA
661,1998,12,BUGHOUSE CREEK,500,NA,NA,NA,NA
662,1999,12,BUGHOUSE CREEK,NA,NA,NA,NA,NA
663,2000,12,BUGHOUSE CREEK,NA,NA,NA,NA,NA
664,2001,12,BUGHOUSE CREEK,NA,NA,NA,NA,NA
665,2002,12,BUGHOUSE CREEK,NA,NA,NA,NA,NA
666,2003,12,BUGHOUSE CREEK,NA,NA,NA,NA,NA
667,2004,12,BUGHOUSE CREEK,NA,NA,NA,NA,NA
668,2005,12,BUGHOUSE CREEK,NA,NA,NA,NA,NA
669,2006,12,BUGHOUSE CREEK,NA,NA,NA,NA,NA
670,2007,12,BUGHOUSE CREEK,NA,NA,NA,NA,NA
671,2008,12,BUGHOUSE CREEK,NA,NA,NA,NA,NA
672,2009,12,BUGHOUSE CREEK,NA,NA,NA,NA,NA
673,2010,12,BUGHOUSE CREEK,NA,NA,NA,NA,NA
674,2011,12,BUGHOUSE CREEK,NA,NA,NA,NA,NA
675,2012,12,BUGHOUSE CREEK,NA,NA,NA,NA,NA
676,2013,12,BUGHOUSE CREEK,NA,NA,NA,NA,NA
677,2014,12,BUGHOUSE CREEK,NA,NA,NA,NA,NA
678,2015,12,BUGHOUSE CREEK,NA,NA,NA,NA,NA
679,2016,12,BUGHOUSE CREEK,NA,NA,NA,NA,NA
680,2017,12,BUGHOUSE CREEK,NA,NA,NA,NA,NA
681,1950,12,CALL CREEK,NA,NA,NA,NA,NA
682,1951,12,CALL CREEK,NA,NA,NA,NA,NA
683,1952,12,CALL CREEK,NA,NA,NA,NA,NA
684,1953,12,CALL CREEK,NA,NA,NA,NA,NA
685,1954,12,CALL CREEK,400,NA,NA,NA,NA
686,1955,12,CALL CREEK,750,NA,NA,NA,NA
687,1956,12,CALL CREEK,750,NA,NA,NA,NA
688,1957,12,CALL CREEK,NA,NA,NA,NA,NA
689,1958,12,CALL CREEK,750,NA,NA,NA,NA
690,1959,12,CALL CREEK,75,NA,NA,NA,NA
691,1960,12,CALL CREEK,NA,NA,NA,NA,NA
692,1961,12,CALL CREEK,200,NA,NA,NA,NA
693,1962,12,CALL CREEK,400,NA,NA,NA,NA
694,1963,12,CALL CREEK,NA,NA,NA,NA,NA
695,1964,12,CALL CREEK,750,NA,NA,NA,NA
696,1965,12,CALL CREEK,200,NA,NA,NA,NA
697,1966,12,CALL CREEK,25,NA,NA,NA,NA
698,1967,12,CALL CREEK,25,NA,NA,NA,NA
699,1968,12,CALL CREEK,NA,NA,NA,NA,NA
700,1969,12,CALL CREEK,NA,NA,NA,NA,NA
701,1970,12,CALL CREEK,25,NA,NA,NA,NA
702,1971,12,CALL CREEK,NA,NA,NA,NA,NA
703,1972,12,CALL CREEK,75,NA,NA,NA,NA
704,1973,12,CALL CREEK,25,NA,NA,NA,NA
705,1974,12,CALL CREEK,25,NA,NA,NA,NA
706,1975,12,CALL CREEK,25,NA,NA,NA,NA
707,1976,12,CALL CREEK,25,NA,NA,NA,NA
708,1977,12,CALL CREEK,25,NA,NA,NA,NA
709,1978,12,CALL CREEK,NA,NA,NA,NA,NA
710,1979,12,CALL CREEK,NA,NA,NA,NA,NA
711,1980,12,CALL CREEK,NA,NA,NA,NA,NA
712,1981,12,CALL CREEK,NA,NA,NA,NA,NA
713,1982,12,CALL CREEK,NA,NA,NA,NA,NA
714,1983,12,CALL CREEK,NA,NA,NA,NA,NA
715,1984,12,CALL CREEK,NA,NA,NA,NA,NA
716,1985,12,CALL CREEK,25,NA,NA,NA,NA
717,1986,12,CALL CREEK,NA,NA,NA,NA,NA
718,1987,12,CALL CREEK,NA,NA,NA,NA,NA
719,1988,12,CALL CREEK,NA,NA,NA,NA,NA
720,1989,12,CALL CREEK,NA,NA,NA,NA,NA
721,1990,12,CALL CREEK,NA,NA,NA,NA,NA
722,1991,12,CALL CREEK,NA,NA,NA,NA,NA
723,1992,12,CALL CREEK,NA,NA,NA,NA,NA
724,1993,12,CALL CREEK,NA,NA,NA,NA,NA
725,1994,12,CALL CREEK,NA,NA,NA,NA,NA
726,1995,12,CALL CREEK,NA,NA,NA,NA,NA
727,1996,12,CALL CREEK,NA,NA,NA,NA,NA
728,1997,12,CALL CREEK,NA,NA,NA,NA,NA
729,1998,12,CALL CREEK,NA,NA,NA,NA,NA
730,1999,12,CALL CREEK,NA,NA,NA,NA,NA
731,2000,12,CALL CREEK,15,NA,NA,NA,NA
732,2001,12,CALL CREEK,NA,NA,NA,NA,NA
733,2002,12,CALL CREEK,NA,NA,NA,NA,NA
734,2003,12,CALL CREEK,NA,NA,NA,NA,NA
735,2004,12,CALL CREEK,NA,NA,NA,NA,NA
736,2005,12,CALL CREEK,NA,NA,NA,NA,NA
737,2006,12,CALL CREEK,NA,NA,NA,NA,NA
738,2007,12,CALL CREEK,NA,NA,NA,NA,NA
739,2008,12,CALL CREEK,NA,NA,NA,NA,NA
740,2009,12,CALL CREEK,NA,NA,NA,NA,NA
741,2010,12,CALL CREEK,NA,NA,NA,NA,NA
742,2011,12,CALL CREEK,NA,NA,NA,NA,NA
743,2012,12,CALL CREEK,NA,NA,NA,NA,NA
744,2013,12,CALL CREEK,3,NA,NA,NA,NA
745,2014,12,CALL CREEK,NA,NA,NA,NA,NA
746,2015,12,CALL CREEK,2,NA,NA,NA,NA
747,2016,12,CALL CREEK,NA,NA,NA,NA,NA
748,2017,12,CALL CREEK,NA,NA,NA,NA,NA
749,1950,12,CARRIDEN CREEK,NA,NA,NA,NA,NA
750,1951,12,CARRIDEN CREEK,NA,NA,NA,NA,NA
751,1952,12,CARRIDEN CREEK,NA,NA,NA,NA,NA
752,1953,12,CARRIDEN CREEK,200,NA,NA,NA,NA
753,1954,12,CARRIDEN CREEK,25,NA,NA,NA,NA
754,1955,12,CARRIDEN CREEK,200,NA,NA,NA,NA
755,1956,12,CARRIDEN CREEK,NA,NA,NA,NA,NA
756,1957,12,CARRIDEN CREEK,NA,NA,NA,NA,NA
757,1958,12,CARRIDEN CREEK,NA,NA,NA,NA,NA
758,1959,12,CARRIDEN CREEK,NA,NA,NA,NA,NA
759,1960,12,CARRIDEN CREEK,NA,NA,NA,NA,NA
760,1961,12,CARRIDEN CREEK,NA,NA,NA,NA,NA
761,1962,12,CARRIDEN CREEK,NA,NA,NA,NA,NA
762,1963,12,CARRIDEN CREEK,NA,NA,NA,NA,NA
763,1964,12,CARRIDEN CREEK,NA,NA,NA,NA,NA
764,1965,12,CARRIDEN CREEK,NA,NA,NA,NA,NA
765,1966,12,CARRIDEN CREEK,NA,NA,NA,NA,NA
766,1967,12,CARRIDEN CREEK,NA,NA,NA,NA,NA
767,1968,12,CARRIDEN CREEK,NA,NA,NA,NA,NA
768,1969,12,CARRIDEN CREEK,NA,NA,NA,NA,NA
769,1970,12,CARRIDEN CREEK,NA,NA,NA,NA,NA
770,1971,12,CARRIDEN CREEK,NA,NA,NA,NA,NA
771,1972,12,CARRIDEN CREEK,75,NA,NA,NA,NA
772,1973,12,CARRIDEN CREEK,NA,NA,NA,NA,NA
773,1974,12,CARRIDEN CREEK,NA,NA,NA,NA,NA
774,1975,12,CARRIDEN CREEK,NA,NA,NA,NA,NA
775,1976,12,CARRIDEN CREEK,NA,NA,NA,NA,NA
776,1977,12,CARRIDEN CREEK,25,NA,NA,NA,NA
777,1978,12,CARRIDEN CREEK,NA,NA,NA,NA,NA
778,1979,12,CARRIDEN CREEK,NA,NA,NA,NA,NA
779,1980,12,CARRIDEN CREEK,NA,NA,NA,NA,NA
780,1981,12,CARRIDEN CREEK,NA,NA,NA,NA,NA
781,1982,12,CARRIDEN CREEK,NA,NA,NA,NA,NA
782,1983,12,CARRIDEN CREEK,350,NA,NA,NA,NA
783,1984,12,CARRIDEN CREEK,NA,NA,NA,NA,NA
784,1985,12,CARRIDEN CREEK,200,NA,NA,NA,NA
785,1986,12,CARRIDEN CREEK,NA,NA,NA,NA,NA
786,1987,12,CARRIDEN CREEK,NA,NA,NA,NA,NA
787,1988,12,CARRIDEN CREEK,NA,NA,NA,NA,NA
788,1989,12,CARRIDEN CREEK,NA,NA,NA,NA,NA
789,1990,12,CARRIDEN CREEK,NA,NA,NA,NA,NA
790,1991,12,CARRIDEN CREEK,NA,NA,NA,NA,NA
791,1992,12,CARRIDEN CREEK,NA,NA,NA,NA,NA
792,1993,12,CARRIDEN CREEK,NA,NA,NA,NA,NA
793,1994,12,CARRIDEN CREEK,NA,NA,NA,NA,NA
794,1995,12,CARRIDEN CREEK,100,NA,NA,NA,NA
795,1996,12,CARRIDEN CREEK,30,NA,NA,NA,NA
796,1997,12,CARRIDEN CREEK,NA,NA,NA,NA,NA
797,1998,12,CARRIDEN CREEK,NA,NA,NA,NA,NA
798,1999,12,CARRIDEN CREEK,NA,NA,NA,NA,NA
799,2000,12,CARRIDEN CREEK,NA,NA,NA,NA,NA
800,2001,12,CARRIDEN CREEK,NA,NA,NA,NA,NA
801,2002,12,CARRIDEN CREEK,NA,NA,NA,NA,NA
802,2003,12,CARRIDEN CREEK,NA,NA,NA,NA,NA
803,2004,12,CARRIDEN CREEK,NA,NA,NA,NA,NA
804,2005,12,CARRIDEN CREEK,NA,NA,NA,NA,NA
805,2006,12,CARRIDEN CREEK,NA,NA,NA,NA,NA
806,2007,12,CARRIDEN CREEK,NA,NA,NA,NA,NA
807,2008,12,CARRIDEN CREEK,NA,NA,NA,NA,NA
808,2009,12,CARRIDEN CREEK,NA,NA,NA,NA,NA
809,2010,12,CARRIDEN CREEK,NA,NA,NA,NA,NA
810,2011,12,CARRIDEN CREEK,NA,NA,NA,NA,NA
811,2012,12,CARRIDEN CREEK,NA,NA,NA,NA,NA
812,2013,12,CARRIDEN CREEK,NA,NA,NA,NA,NA
813,2014,12,CARRIDEN CREEK,NA,NA,NA,NA,NA
814,2015,12,CARRIDEN CREEK,NA,NA,NA,NA,NA
815,2016,12,CARRIDEN CREEK,NA,NA,NA,NA,NA
816,2017,12,CARRIDEN CREEK,NA,NA,NA,NA,NA
817,1950,12,CHARLES CREEK,NA,NA,NA,NA,NA
818,1951,12,CHARLES CREEK,NA,NA,NA,NA,NA
819,1952,12,CHARLES CREEK,NA,NA,NA,NA,NA
820,1953,12,CHARLES CREEK,25,NA,NA,NA,NA
821,1954,12,CHARLES CREEK,NA,NA,NA,NA,NA
822,1955,12,CHARLES CREEK,NA,NA,NA,NA,NA
823,1956,12,CHARLES CREEK,NA,NA,NA,NA,NA
824,1957,12,CHARLES CREEK,NA,NA,NA,NA,NA
825,1958,12,CHARLES CREEK,NA,NA,NA,NA,NA
826,1959,12,CHARLES CREEK,NA,NA,NA,NA,NA
827,1960,12,CHARLES CREEK,NA,NA,NA,NA,NA
828,1961,12,CHARLES CREEK,NA,NA,NA,NA,NA
829,1962,12,CHARLES CREEK,NA,NA,NA,NA,NA
830,1963,12,CHARLES CREEK,NA,NA,NA,NA,NA
831,1964,12,CHARLES CREEK,NA,NA,NA,NA,NA
832,1965,12,CHARLES CREEK,NA,NA,NA,NA,NA
833,1966,12,CHARLES CREEK,NA,NA,NA,NA,NA
